bin	mq	FP	total	TP	TP_sum	FP_sum	total_sum	FPR	TPR	mode	breeds	prog	replication
[0,10]	2.10135260329813	7563	21588	14025	9992180	7820	10000000	0.0782	99.9218	pe	OBV	vg	1
(50,60]	59.9785768602498	88	9712862	9712774	9712774	88	9712862	0.00088	97.12774	se	OBV	vg	1
(40,50]	45.1469506103652	50	41041	40991	9753765	138	9753903	0.00138	97.53765	se	OBV	vg	1
(30,40]	35.9226080531954	78	48726	48648	9802413	216	9802629	0.00216	98.02413	se	OBV	vg	1
(20,30]	24.986395088198	166	51305	51139	9853552	382	9853934	0.00382	98.53552	se	OBV	vg	1
(10,20]	15.9060824982522	642	42910	42268	9895820	1024	9896844	0.01024	98.9582	se	OBV	vg	1
[0,10]	2.70720074450347	34011	103156	69145	9964965	35035	10000000	0.35035	99.64965	se	OBV	vg	1
(50,60]	59.9939247492686	33	9934734	9934701	9934701	33	9934734	0.00033	99.34701	pe	OBV	vg	2
(40,50]	46.1547639936831	18	11398	11380	9946081	51	9946132	0.00051	99.46081	pe	OBV	vg	2
(30,40]	35.7012002526848	16	12664	12648	9958729	67	9958796	0.00067	99.58729	pe	OBV	vg	2
(20,30]	24.8498922202626	38	10206	10168	9968897	105	9969002	0.00105	99.68897	pe	OBV	vg	2
(10,20]	16.4064935064935	136	9240	9104	9978001	241	9978242	0.00241	99.78001	pe	OBV	vg	2
[0,10]	2.09568894199835	7671	21758	14087	9992088	7912	10000000	0.07912	99.92088	pe	OBV	vg	2
(50,60]	59.9784089369397	73	9712676	9712603	9712603	73	9712676	0.00073	97.12603	se	OBV	vg	2
(40,50]	45.170583329245	48	40766	40718	9753321	121	9753442	0.00121	97.53321	se	OBV	vg	2
(30,40]	35.9328068043742	77	49380	49303	9802624	198	9802822	0.00198	98.02624	se	OBV	vg	2
(20,30]	24.9651584946908	178	51232	51054	9853678	376	9854054	0.00376	98.53678	se	OBV	vg	2
(10,20]	15.8544409807844	631	42986	42355	9896033	1007	9897040	0.01007	98.96033	se	OBV	vg	2
[0,10]	2.72516511266511	33965	102960	68995	9965028	34972	10000000	0.34972	99.65028	se	OBV	vg	2
(50,60]	59.9938896062508	44	9934548	9934504	9934504	44	9934548	0.00044	99.34504	pe	OBV	vg	3
(40,50]	46.1810928013877	18	11530	11512	9946016	62	9946078	0.00062	99.46016	pe	OBV	vg	3
(30,40]	35.73766851705	26	12610	12584	9958600	88	9958688	0.00088	99.586	pe	OBV	vg	3
(20,30]	24.8833428953911	58	10458	10400	9969000	146	9969146	0.00146	99.69	pe	OBV	vg	3
(10,20]	16.4102397926118	154	9258	9104	9978104	300	9978404	0.003	99.78104	pe	OBV	vg	3
[0,10]	2.06954991665123	7602	21596	13994	9992098	7902	10000000	0.07902	99.92098	pe	OBV	vg	3
(50,60]	59.9784106787653	82	9712209	9712127	9712127	82	9712209	0.00082	97.12127	se	OBV	vg	3
(40,50]	45.1810372412435	51	40627	40576	9752703	133	9752836	0.00133	97.52703	se	OBV	vg	3
(30,40]	35.9328738327202	106	49474	49368	9802071	239	9802310	0.00239	98.02071	se	OBV	vg	3
(20,30]	24.9734230217501	214	51586	51372	9853443	453	9853896	0.00453	98.53443	se	OBV	vg	3
(10,20]	15.87770267142	657	43198	42541	9895984	1110	9897094	0.0111	98.95984	se	OBV	vg	3
[0,10]	2.71509921676093	33736	102906	69170	9965154	34846	10000000	0.34846	99.65154	se	OBV	vg	3
(50,60]	59.9939052070971	49	9934710	9934661	9934661	49	9934710	0.00049	99.34661	pe	OBV	vg	4
(40,50]	46.1698606271777	15	11480	11465	9946126	64	9946190	0.00064	99.46126	pe	OBV	vg	4
(30,40]	35.7583320170589	19	12662	12643	9958769	83	9958852	0.00083	99.58769	pe	OBV	vg	4
(20,30]	24.8833107191316	62	10318	10256	9969025	145	9969170	0.00145	99.69025	pe	OBV	vg	4
(10,20]	16.3932196069963	134	9262	9128	9978153	279	9978432	0.00279	99.78153	pe	OBV	vg	4
[0,10]	2.09894287833828	7496	21568	14072	9992225	7775	10000000	0.07775	99.92225	pe	OBV	vg	4
(50,60]	59.9785167796028	85	9713162	9713077	9713077	85	9713162	0.00085	97.13077	se	OBV	vg	4
(40,50]	45.1562385298652	50	40867	40817	9753894	135	9754029	0.00135	97.53894	se	OBV	vg	4
(30,40]	35.9348632454245	87	49066	48979	9802873	222	9803095	0.00222	98.02873	se	OBV	vg	4
(20,30]	24.9797423523001	175	51388	51213	9854086	397	9854483	0.00397	98.54086	se	OBV	vg	4
(10,20]	15.8797832003536	625	42989	42364	9896450	1022	9897472	0.01022	98.9645	se	OBV	vg	4
[0,10]	2.73879330524345	33672	102528	68856	9965306	34694	10000000	0.34694	99.65306	se	OBV	vg	4
(50,60]	59.9938247048848	32	9934424	9934392	9934392	32	9934424	0.00032	99.34392	pe	OBV	vg	5
(40,50]	46.1515204170287	14	11510	11496	9945888	46	9945934	0.00046	99.45888	pe	OBV	vg	5
(30,40]	35.7042910447761	10	12864	12854	9958742	56	9958798	0.00056	99.58742	pe	OBV	vg	5
(20,30]	24.8789647791399	42	10278	10236	9968978	98	9969076	0.00098	99.68978	pe	OBV	vg	5
(10,20]	16.4122334697394	115	9286	9171	9978149	213	9978362	0.00213	99.78149	pe	OBV	vg	5
[0,10]	2.13152786764026	7492	21638	14146	9992295	7705	10000000	0.07705	99.92295	pe	OBV	vg	5
(50,60]	59.9784350793906	78	9712301	9712223	9712223	78	9712301	0.00078	97.12223	se	OBV	vg	5
(40,50]	45.171048455999	45	40965	40920	9753143	123	9753266	0.00123	97.53143	se	OBV	vg	5
(30,40]	35.9376685462123	76	48948	48872	9802015	199	9802214	0.00199	98.02015	se	OBV	vg	5
(20,30]	24.9623809246648	180	51543	51363	9853378	379	9853757	0.00379	98.53378	se	OBV	vg	5
(10,20]	15.8841324466354	623	43006	42383	9895761	1002	9896763	0.01002	98.95761	se	OBV	vg	5
[0,10]	2.71804682429749	33806	103237	69431	9965192	34808	10000000	0.34808	99.65192	se	OBV	vg	5
(50,60]	59.9939439364172	26	9934506	9934480	9934480	26	9934506	0.00026	99.3448	pe	OBV	vg	6
(40,50]	46.192882929345	22	11634	11612	9946092	48	9946140	0.00048	99.46092	pe	OBV	vg	6
(30,40]	35.7226196153235	19	12582	12563	9958655	67	9958722	0.00067	99.58655	pe	OBV	vg	6
(20,30]	24.910707307542	42	10236	10194	9968849	109	9968958	0.00109	99.68849	pe	OBV	vg	6
(10,20]	16.4398455929659	130	9326	9196	9978045	239	9978284	0.00239	99.78045	pe	OBV	vg	6
[0,10]	2.11070178670105	7677	21716	14039	9992084	7916	10000000	0.07916	99.92084	pe	OBV	vg	6
(50,60]	59.9783325221393	51	9712021	9711970	9711970	51	9712021	0.00051	97.1197	se	OBV	vg	6
(40,50]	45.1766444395594	42	40941	40899	9752869	93	9752962	0.00093	97.52869	se	OBV	vg	6
(30,40]	35.9258166276585	77	49135	49058	9801927	170	9802097	0.0017	98.01927	se	OBV	vg	6
(20,30]	24.9785233858619	207	51591	51384	9853311	377	9853688	0.00377	98.53311	se	OBV	vg	6
(10,20]	15.9118881118881	608	42900	42292	9895603	985	9896588	0.00985	98.95603	se	OBV	vg	6
[0,10]	2.71991645070205	34190	103412	69222	9964825	35175	10000000	0.35175	99.64825	se	OBV	vg	6
(50,60]	59.9939928574592	26	9934840	9934814	9934814	26	9934840	0.00026	99.34814	pe	OBV	vg	7
(40,50]	46.1542728375802	24	11538	11514	9946328	50	9946378	5e-04	99.46328	pe	OBV	vg	7
(30,40]	35.7183972014629	26	12578	12552	9958880	76	9958956	0.00076	99.5888	pe	OBV	vg	7
(20,30]	24.8803929121726	80	10384	10304	9969184	156	9969340	0.00156	99.69184	pe	OBV	vg	7
(10,20]	16.3972362360167	99	9118	9019	9978203	255	9978458	0.00255	99.78203	pe	OBV	vg	7
[0,10]	2.13675610435428	7482	21542	14060	9992263	7737	10000000	0.07737	99.92263	pe	OBV	vg	7
(50,60]	59.9784289233291	78	9713377	9713299	9713299	78	9713377	0.00078	97.13299	se	OBV	vg	7
(40,50]	45.1613517255018	60	40452	40392	9753691	138	9753829	0.00138	97.53691	se	OBV	vg	7
(30,40]	35.9406340527969	76	49018	48942	9802633	214	9802847	0.00214	98.02633	se	OBV	vg	7
(20,30]	24.9831286851272	167	51389	51222	9853855	381	9854236	0.00381	98.53855	se	OBV	vg	7
(10,20]	15.876605783155	528	42814	42286	9896141	909	9897050	0.00909	98.96141	se	OBV	vg	7
[0,10]	2.72104905293832	33850	102950	69100	9965241	34759	10000000	0.34759	99.65241	se	OBV	vg	7
(50,60]	59.9939397416579	49	9934890	9934841	9934841	49	9934890	0.00049	99.34841	pe	OBV	vg	8
(40,50]	46.1164011902678	8	11426	11418	9946259	57	9946316	0.00057	99.46259	pe	OBV	vg	8
(30,40]	35.7089778344762	20	12542	12522	9958781	77	9958858	0.00077	99.58781	pe	OBV	vg	8
(20,30]	24.8759010325346	58	10266	10208	9968989	135	9969124	0.00135	99.68989	pe	OBV	vg	8
(10,20]	16.3850487540628	125	9230	9105	9978094	260	9978354	0.0026	99.78094	pe	OBV	vg	8
[0,10]	2.10551603067541	7642	21646	14004	9992098	7902	10000000	0.07902	99.92098	pe	OBV	vg	8
(50,60]	59.9783838985356	71	9712806	9712735	9712735	71	9712806	0.00071	97.12735	se	OBV	vg	8
(40,50]	45.1486922512833	59	40910	40851	9753586	130	9753716	0.0013	97.53586	se	OBV	vg	8
(30,40]	35.9217570490064	79	49014	48935	9802521	209	9802730	0.00209	98.02521	se	OBV	vg	8
(20,30]	24.9660201706749	149	51560	51411	9853932	358	9854290	0.00358	98.53932	se	OBV	vg	8
(10,20]	15.8817133905399	560	42769	42209	9896141	918	9897059	0.00918	98.96141	se	OBV	vg	8
[0,10]	2.71009607445041	33890	102941	69051	9965192	34808	10000000	0.34808	99.65192	se	OBV	vg	8
(50,60]	59.9938541697492	24	9934866	9934842	9934842	24	9934866	0.00024	99.34842	pe	OBV	vg	9
(40,50]	46.1756140350877	18	11400	11382	9946224	42	9946266	0.00042	99.46224	pe	OBV	vg	9
(30,40]	35.699213836478	16	12720	12704	9958928	58	9958986	0.00058	99.58928	pe	OBV	vg	9
(20,30]	24.9423228346457	68	10160	10092	9969020	126	9969146	0.00126	99.6902	pe	OBV	vg	9
(10,20]	16.4513064133017	145	9262	9117	9978137	271	9978408	0.00271	99.78137	pe	OBV	vg	9
[0,10]	2.10281585772508	7566	21592	14026	9992163	7837	10000000	0.07837	99.92163	pe	OBV	vg	9
(50,60]	59.9784523138219	67	9712783	9712716	9712716	67	9712783	0.00067	97.12716	se	OBV	vg	9
(40,50]	45.1784244562022	45	40824	40779	9753495	112	9753607	0.00112	97.53495	se	OBV	vg	9
(30,40]	35.9379582858074	92	49096	49004	9802499	204	9802703	0.00204	98.02499	se	OBV	vg	9
(20,30]	24.9767288523446	173	51566	51393	9853892	377	9854269	0.00377	98.53892	se	OBV	vg	9
(10,20]	15.8789080727951	596	42860	42264	9896156	973	9897129	0.00973	98.96156	se	OBV	vg	9
[0,10]	2.73098346472767	33851	102871	69020	9965176	34824	10000000	0.34824	99.65176	se	OBV	vg	9
(50,60]	59.9937432182969	39	9934820	9934781	9934781	39	9934820	0.00039	99.34781	pe	pangenome	vg	10
(40,50]	46.1179228898923	6	11516	11510	9946291	45	9946336	0.00045	99.46291	pe	pangenome	vg	10
(30,40]	35.7367012905257	16	12708	12692	9958983	61	9959044	0.00061	99.58983	pe	pangenome	vg	10
(20,30]	24.8755364806867	57	10252	10195	9969178	118	9969296	0.00118	99.69178	pe	pangenome	vg	10
(10,20]	16.3892748588797	148	9212	9064	9978242	266	9978508	0.00266	99.78242	pe	pangenome	vg	10
[0,10]	2.1358645077238	7471	21492	14021	9992263	7737	10000000	0.07737	99.92263	pe	pangenome	vg	10
(50,60]	59.9779666068982	71	9712485	9712414	9712414	71	9712485	0.00071	97.12414	se	pangenome	vg	10
(40,50]	45.1482660742935	29	40515	40486	9752900	100	9753000	0.001	97.529	se	pangenome	vg	10
(30,40]	35.9799151796431	71	49988	49917	9802817	171	9802988	0.00171	98.02817	se	pangenome	vg	10
(20,30]	24.9618265050087	163	52209	52046	9854863	334	9855197	0.00334	98.54863	se	pangenome	vg	10
(10,20]	15.8687025049254	680	42636	41956	9896819	1014	9897833	0.01014	98.96819	se	pangenome	vg	10
[0,10]	2.7513482827136	33283	102167	68884	9965703	34297	10000000	0.34297	99.65703	se	pangenome	vg	10
(50,60]	59.9939129918379	62	9934930	9934868	9934868	62	9934930	0.00062	99.34868	pe	pangenome	vg	1
(40,50]	46.132250174703	16	11448	11432	9946300	78	9946378	0.00078	99.463	pe	pangenome	vg	1
(30,40]	35.7053261897258	36	12692	12656	9958956	114	9959070	0.00114	99.58956	pe	pangenome	vg	1
(20,30]	24.8983410493827	52	10368	10316	9969272	166	9969438	0.00166	99.69272	pe	pangenome	vg	1
(10,20]	16.3785999113868	95	9028	8933	9978205	261	9978466	0.00261	99.78205	pe	pangenome	vg	1
[0,10]	2.0785734187796	7573	21534	13961	9992166	7834	10000000	0.07834	99.92166	pe	pangenome	vg	1
(50,60]	59.9779163784492	82	9711994	9711912	9711912	82	9711994	0.00082	97.11912	se	pangenome	vg	1
(40,50]	45.1698758145826	40	40665	40625	9752537	122	9752659	0.00122	97.52537	se	pangenome	vg	1
(30,40]	35.9648379153042	49	49542	49493	9802030	171	9802201	0.00171	98.0203	se	pangenome	vg	1
(20,30]	24.9815247761875	138	52611	52473	9854503	309	9854812	0.00309	98.54503	se	pangenome	vg	1
(10,20]	15.8449145418885	532	42828	42296	9896799	841	9897640	0.00841	98.96799	se	pangenome	vg	1
[0,10]	2.75419109026964	33590	102360	68770	9965569	34431	10000000	0.34431	99.65569	se	pangenome	vg	1
(50,60]	59.9938213286559	29	9934822	9934793	9934793	29	9934822	0.00029	99.34793	pe	pangenome	vg	2
(40,50]	46.1037768537769	8	11544	11536	9946329	37	9946366	0.00037	99.46329	pe	pangenome	vg	2
(30,40]	35.7246769819748	20	12538	12518	9958847	57	9958904	0.00057	99.58847	pe	pangenome	vg	2
(20,30]	24.9110210384096	48	10362	10314	9969161	105	9969266	0.00105	99.69161	pe	pangenome	vg	2
(10,20]	16.340874811463	93	9282	9189	9978350	198	9978548	0.00198	99.7835	pe	pangenome	vg	2
[0,10]	2.14749207533097	7362	21452	14090	9992440	7560	10000000	0.0756	99.9244	pe	pangenome	vg	2
(50,60]	59.9779716763398	72	9711951	9711879	9711879	72	9711951	0.00072	97.11879	se	pangenome	vg	2
(40,50]	45.1691763492102	30	40709	40679	9752558	102	9752660	0.00102	97.52558	se	pangenome	vg	2
(30,40]	36.0021413276231	59	49969	49910	9802468	161	9802629	0.00161	98.02468	se	pangenome	vg	2
(20,30]	24.9667774717447	161	52645	52484	9854952	322	9855274	0.00322	98.54952	se	pangenome	vg	2
(10,20]	15.8485019652145	491	42489	41998	9896950	813	9897763	0.00813	98.9695	se	pangenome	vg	2
[0,10]	2.76978002093176	33221	102237	69016	9965966	34034	10000000	0.34034	99.65966	se	pangenome	vg	2
(50,60]	59.9938703537954	54	9934668	9934614	9934614	54	9934668	0.00054	99.34614	pe	pangenome	vg	3
(40,50]	46.1821384534085	8	11354	11346	9945960	62	9946022	0.00062	99.4596	pe	pangenome	vg	3
(30,40]	35.7620383356709	17	12834	12817	9958777	79	9958856	0.00079	99.58777	pe	pangenome	vg	3
(20,30]	24.8747108712413	45	10376	10331	9969108	124	9969232	0.00124	99.69108	pe	pangenome	vg	3
(10,20]	16.3425282363162	125	9208	9083	9978191	249	9978440	0.00249	99.78191	pe	pangenome	vg	3
[0,10]	2.16159554730983	7532	21560	14028	9992219	7781	10000000	0.07781	99.92219	pe	pangenome	vg	3
(50,60]	59.977616763181	83	9712715	9712632	9712632	83	9712715	0.00083	97.12632	se	pangenome	vg	3
(40,50]	45.1694777333925	36	40554	40518	9753150	119	9753269	0.00119	97.5315	se	pangenome	vg	3
(30,40]	35.9618238391575	61	50136	50075	9803225	180	9803405	0.0018	98.03225	se	pangenome	vg	3
(20,30]	24.9582722149309	149	51812	51663	9854888	329	9855217	0.00329	98.54888	se	pangenome	vg	3
(10,20]	15.8647292250233	615	42840	42225	9897113	944	9898057	0.00944	98.97113	se	pangenome	vg	3
[0,10]	2.77112700234445	33112	101943	68831	9965944	34056	10000000	0.34056	99.65944	se	pangenome	vg	3
(50,60]	59.9939398356108	44	9934714	9934670	9934670	44	9934714	0.00044	99.3467	pe	pangenome	vg	4
(40,50]	46.1597355141813	20	11494	11474	9946144	64	9946208	0.00064	99.46144	pe	pangenome	vg	4
(30,40]	35.7572344752073	20	12786	12766	9958910	84	9958994	0.00084	99.5891	pe	pangenome	vg	4
(20,30]	24.8747072599532	40	10248	10208	9969118	124	9969242	0.00124	99.69118	pe	pangenome	vg	4
(10,20]	16.3706293706294	104	9152	9048	9978166	228	9978394	0.00228	99.78166	pe	pangenome	vg	4
[0,10]	2.1057113764695	7517	21606	14089	9992255	7745	10000000	0.07745	99.92255	pe	pangenome	vg	4
(50,60]	59.9778701506556	76	9712086	9712010	9712010	76	9712086	0.00076	97.1201	se	pangenome	vg	4
(40,50]	45.1550106557578	38	40823	40785	9752795	114	9752909	0.00114	97.52795	se	pangenome	vg	4
(30,40]	35.9759846301633	51	49968	49917	9802712	165	9802877	0.00165	98.02712	se	pangenome	vg	4
(20,30]	24.9631562846545	169	52302	52133	9854845	334	9855179	0.00334	98.54845	se	pangenome	vg	4
(10,20]	15.8435768616772	661	42596	41935	9896780	995	9897775	0.00995	98.9678	se	pangenome	vg	4
[0,10]	2.76727806309611	33418	102225	68807	9965587	34413	10000000	0.34413	99.65587	se	pangenome	vg	4
(50,60]	59.9937960522382	38	9934642	9934604	9934604	38	9934642	0.00038	99.34604	pe	pangenome	vg	5
(40,50]	46.1726956521739	10	11500	11490	9946094	48	9946142	0.00048	99.46094	pe	pangenome	vg	5
(30,40]	35.7120202981288	19	12612	12593	9958687	67	9958754	0.00067	99.58687	pe	pangenome	vg	5
(20,30]	24.8946253130418	58	10382	10324	9969011	125	9969136	0.00125	99.69011	pe	pangenome	vg	5
(10,20]	16.3379549393414	146	9232	9086	9978097	271	9978368	0.00271	99.78097	pe	pangenome	vg	5
[0,10]	2.13110207100592	7545	21632	14087	9992184	7816	10000000	0.07816	99.92184	pe	pangenome	vg	5
(50,60]	59.9778790491414	73	9712738	9712665	9712665	73	9712738	0.00073	97.12665	se	pangenome	vg	5
(40,50]	45.1484618814088	41	40374	40333	9752998	114	9753112	0.00114	97.52998	se	pangenome	vg	5
(30,40]	35.9779772928577	75	49676	49601	9802599	189	9802788	0.00189	98.02599	se	pangenome	vg	5
(20,30]	24.9786033882749	153	52298	52145	9854744	342	9855086	0.00342	98.54744	se	pangenome	vg	5
(10,20]	15.8285841391744	550	42709	42159	9896903	892	9897795	0.00892	98.96903	se	pangenome	vg	5
[0,10]	2.75691013159826	33233	102205	68972	9965875	34125	10000000	0.34125	99.65875	se	pangenome	vg	5
(50,60]	59.9938890273456	38	9934916	9934878	9934878	38	9934916	0.00038	99.34878	pe	pangenome	vg	6
(40,50]	46.0725434551259	22	11276	11254	9946132	60	9946192	6e-04	99.46132	pe	pangenome	vg	6
(30,40]	35.7400406186533	24	12802	12778	9958910	84	9958994	0.00084	99.5891	pe	pangenome	vg	6
(20,30]	24.9346743295019	65	10440	10375	9969285	149	9969434	0.00149	99.69285	pe	pangenome	vg	6
(10,20]	16.3620119126406	160	9066	8906	9978191	309	9978500	0.00309	99.78191	pe	pangenome	vg	6
[0,10]	2.16548837209302	7429	21500	14071	9992262	7738	10000000	0.07738	99.92262	pe	pangenome	vg	6
(50,60]	59.9777790201991	61	9712218	9712157	9712157	61	9712218	0.00061	97.12157	se	pangenome	vg	6
(40,50]	45.1355136760285	38	40911	40873	9753030	99	9753129	0.00099	97.5303	se	pangenome	vg	6
(30,40]	35.9406590309789	58	49679	49621	9802651	157	9802808	0.00157	98.02651	se	pangenome	vg	6
(20,30]	24.9644481984144	148	52093	51945	9854596	305	9854901	0.00305	98.54596	se	pangenome	vg	6
(10,20]	15.8346364803361	656	42845	42189	9896785	961	9897746	0.00961	98.96785	se	pangenome	vg	6
[0,10]	2.75146204549455	33423	102254	68831	9965616	34384	10000000	0.34384	99.65616	se	pangenome	vg	6
(50,60]	59.9939038187141	32	9935072	9935040	9935040	32	9935072	0.00032	99.3504	pe	pangenome	vg	7
(40,50]	46.1464753808006	10	11292	11282	9946322	42	9946364	0.00042	99.46322	pe	pangenome	vg	7
(30,40]	35.7396616541353	8	12768	12760	9959082	50	9959132	5e-04	99.59082	pe	pangenome	vg	7
(20,30]	24.884720593982	32	10236	10204	9969286	82	9969368	0.00082	99.69286	pe	pangenome	vg	7
(10,20]	16.28032111087	101	9218	9117	9978403	183	9978586	0.00183	99.78403	pe	pangenome	vg	7
[0,10]	2.17455869991594	7299	21414	14115	9992518	7482	10000000	0.07482	99.92518	pe	pangenome	vg	7
(50,60]	59.9779484263747	61	9712096	9712035	9712035	61	9712096	0.00061	97.12035	se	pangenome	vg	7
(40,50]	45.1366085578447	36	41015	40979	9753014	97	9753111	0.00097	97.53014	se	pangenome	vg	7
(30,40]	35.9556128408587	56	49654	49598	9802612	153	9802765	0.00153	98.02612	se	pangenome	vg	7
(20,30]	24.9534562742016	132	52166	52034	9854646	285	9854931	0.00285	98.54646	se	pangenome	vg	7
(10,20]	15.8600288600289	528	42966	42438	9897084	813	9897897	0.00813	98.97084	se	pangenome	vg	7
[0,10]	2.76830259639775	33236	102103	68867	9965951	34049	10000000	0.34049	99.65951	se	pangenome	vg	7
(50,60]	59.9939181580385	45	9935148	9935103	9935103	45	9935148	0.00045	99.35103	pe	pangenome	vg	8
(40,50]	46.1249780277729	14	11378	11364	9946467	59	9946526	0.00059	99.46467	pe	pangenome	vg	8
(30,40]	35.7587684494525	13	12602	12589	9959056	72	9959128	0.00072	99.59056	pe	pangenome	vg	8
(20,30]	24.8568346734654	70	10198	10128	9969184	142	9969326	0.00142	99.69184	pe	pangenome	vg	8
(10,20]	16.3259883344135	123	9258	9135	9978319	265	9978584	0.00265	99.78319	pe	pangenome	vg	8
[0,10]	2.11636159880463	7491	21416	13925	9992244	7756	10000000	0.07756	99.92244	pe	pangenome	vg	8
(50,60]	59.9780011263522	71	9712770	9712699	9712699	71	9712770	0.00071	97.12699	se	pangenome	vg	8
(40,50]	45.1797947322864	39	40435	40396	9753095	110	9753205	0.0011	97.53095	se	pangenome	vg	8
(30,40]	35.9932221063608	44	49868	49824	9802919	154	9803073	0.00154	98.02919	se	pangenome	vg	8
(20,30]	24.9657062894167	143	52167	52024	9854943	297	9855240	0.00297	98.54943	se	pangenome	vg	8
(10,20]	15.8405005369566	616	42834	42218	9897161	913	9898074	0.00913	98.97161	se	pangenome	vg	8
[0,10]	2.75931558189275	33231	101926	68695	9965856	34144	10000000	0.34144	99.65856	se	pangenome	vg	8
(50,60]	59.9938572349162	55	9934614	9934559	9934559	55	9934614	0.00055	99.34559	pe	pangenome	vg	9
(40,50]	46.152132945006	10	11674	11664	9946223	65	9946288	0.00065	99.46223	pe	pangenome	vg	9
(30,40]	35.7576807940759	10	12694	12684	9958907	75	9958982	0.00075	99.58907	pe	pangenome	vg	9
(20,30]	24.8419310881838	73	10274	10201	9969108	148	9969256	0.00148	99.69108	pe	pangenome	vg	9
(10,20]	16.3237019335216	151	9206	9055	9978163	299	9978462	0.00299	99.78163	pe	pangenome	vg	9
[0,10]	2.12675271612963	7453	21538	14085	9992248	7752	10000000	0.07752	99.92248	pe	pangenome	vg	9
(50,60]	59.9778930240321	71	9711957	9711886	9711886	71	9711957	0.00071	97.11886	se	pangenome	vg	9
(40,50]	45.1401623162974	30	41031	41001	9752887	101	9752988	0.00101	97.52887	se	pangenome	vg	9
(30,40]	35.9530441461837	49	49472	49423	9802310	150	9802460	0.0015	98.0231	se	pangenome	vg	9
(20,30]	24.9611038307409	190	52653	52463	9854773	340	9855113	0.0034	98.54773	se	pangenome	vg	9
(10,20]	15.8285059192363	629	42742	42113	9896886	969	9897855	0.00969	98.96886	se	pangenome	vg	9
[0,10]	2.75914631161584	33306	102145	68839	9965725	34275	10000000	0.34275	99.65725	se	pangenome	vg	9
(50,60]	59.9937048973396	114	9924858	9924744	9924744	114	9924858	0.00114	99.24744	pe	random	vg	10
(40,50]	46.42834279063	60	13746	13686	9938430	174	9938604	0.00174	99.3843	pe	random	vg	10
(30,40]	35.5789329685363	70	14620	14550	9952980	244	9953224	0.00244	99.5298	pe	random	vg	10
(20,30]	24.9424534803584	158	11608	11450	9964430	402	9964832	0.00402	99.6443	pe	random	vg	10
(10,20]	16.4799640610961	452	11130	10678	9975108	854	9975962	0.00854	99.75108	pe	random	vg	10
[0,10]	2.01364506198519	8775	24038	15263	9990371	9629	10000000	0.09629	99.90371	pe	random	vg	10
(50,60]	59.9763885836905	212	9693150	9692938	9692938	212	9693150	0.00212	96.92938	se	random	vg	10
(40,50]	45.0093573902704	123	38686	38563	9731501	335	9731836	0.00335	97.31501	se	random	vg	10
(30,40]	36.1858343624268	185	50206	50021	9781522	520	9782042	0.0052	97.81522	se	random	vg	10
(20,30]	24.7900831024931	690	54150	53460	9834982	1210	9836192	0.0121	98.34982	se	random	vg	10
(10,20]	15.9513760393489	1723	42695	40972	9875954	2933	9878887	0.02933	98.75954	se	random	vg	10
[0,10]	2.66028419740243	48499	121113	72614	9948568	51432	10000000	0.51432	99.48568	se	random	vg	10
(50,60]	59.9937925122431	130	9924788	9924658	9924658	130	9924788	0.0013	99.24658	pe	random	vg	1
(40,50]	46.4546244029527	66	13818	13752	9938410	196	9938606	0.00196	99.3841	pe	random	vg	1
(30,40]	35.5970927043335	67	14584	14517	9952927	263	9953190	0.00263	99.52927	pe	random	vg	1
(20,30]	24.9272790535839	164	11496	11332	9964259	427	9964686	0.00427	99.64259	pe	random	vg	1
(10,20]	16.4520621317622	440	11202	10762	9975021	867	9975888	0.00867	99.75021	pe	random	vg	1
[0,10]	2.01003649635036	8819	24112	15293	9990314	9686	10000000	0.09686	99.90314	pe	random	vg	1
(50,60]	59.9763639728647	229	9693338	9693109	9693109	229	9693338	0.00229	96.93109	se	random	vg	1
(40,50]	44.9960827771049	119	38803	38684	9731793	348	9732141	0.00348	97.31793	se	random	vg	1
(30,40]	36.178135073825	169	50254	50085	9781878	517	9782395	0.00517	97.81878	se	random	vg	1
(20,30]	24.7946328048578	693	54181	53488	9835366	1210	9836576	0.0121	98.35366	se	random	vg	1
(10,20]	15.9626304409138	1750	42548	40798	9876164	2960	9879124	0.0296	98.76164	se	random	vg	1
[0,10]	2.65683841291902	48369	120876	72507	9948671	51329	10000000	0.51329	99.48671	se	random	vg	1
(50,60]	59.9937487846482	118	9925110	9924992	9924992	118	9925110	0.00118	99.24992	pe	random	vg	2
(40,50]	46.4152330539627	57	13602	13545	9938537	175	9938712	0.00175	99.38537	pe	random	vg	2
(30,40]	35.5802197802198	56	14560	14504	9953041	231	9953272	0.00231	99.53041	pe	random	vg	2
(20,30]	24.9290792747956	154	11252	11098	9964139	385	9964524	0.00385	99.64139	pe	random	vg	2
(10,20]	16.4349593495935	488	11316	10828	9974967	873	9975840	0.00873	99.74967	pe	random	vg	2
[0,10]	2.02723509933775	8853	24160	15307	9990274	9726	10000000	0.09726	99.90274	pe	random	vg	2
(50,60]	59.976332294934	222	9693124	9692902	9692902	222	9693124	0.00222	96.92902	se	random	vg	2
(40,50]	45.0006157003592	90	38980	38890	9731792	312	9732104	0.00312	97.31792	se	random	vg	2
(30,40]	36.1855919174171	180	50083	49903	9781695	492	9782187	0.00492	97.81695	se	random	vg	2
