bin	ident	mq	FP	total	TP	FP_sum	TP_sum	total_sum	PPV	FPR	TPR	mode	breeds	prog	replication
(20,30]	novel	26.0469084423306	452	16820	16368	1099	1851675	1852774	99.9406835372258	0.0573419327101029	96.6138519117195	se	bwa	vg	7
(10,20]	novel	17.9133788004334	982	15689	14707	2081	1866382	1868463	99.8886250356577	0.108579219262715	97.3812111513624	se	bwa	vg	7
[0,10]	novel	2.47202244855539	22775	48110	25335	24856	1891717	1916573	98.703101838542	1.29689816145798	98.703101838542	se	bwa	vg	7
(50,60]	ref	59.9715971910779	249	7806411	7806162	249	7806162	7806411	99.9968103139842	0.00308000936619716	96.5584420644672	se	bwa	vg	7
(40,50]	ref	45.0673276587784	24	53455	53431	273	7859593	7859866	99.9965266583425	0.00337687773884267	97.2193576485848	se	bwa	vg	7
(30,40]	ref	34.7294712418177	21	53011	52990	294	7912583	7912877	99.996284537217	0.00363663756490749	97.874818276355	se	bwa	vg	7
(20,30]	ref	24.8800176267927	80	49924	49844	374	7962427	7962801	99.9953031602824	0.00462619880705918	98.4913644082776	se	bwa	vg	7
(10,20]	ref	18.253584757415	103	30546	30443	477	7992870	7993347	99.9940325373088	0.00590025890632949	98.8679295694629	se	bwa	vg	7
[0,10]	ref	2.82363472606652	27058	91044	63986	27535	8056856	8084391	99.6594053899669	0.340594610033087	99.6594053899669	se	bwa	vg	7
(50,60]	novel	59.9749973748556	553	1866564	1866011	553	1866011	1866564	99.9703733705354	0.0288531172845303	97.3602789099887	pe	bwa	vg	8
(40,50]	novel	45.5201423160794	120	17426	17306	673	1883317	1883990	99.9642779420273	0.0351141915596545	98.2632301716995	pe	bwa	vg	8
(30,40]	novel	39.6991753586625	229	26557	26328	902	1909645	1910547	99.9527883899218	0.0470624083013497	99.6369098676618	pe	bwa	vg	8
(20,30]	novel	25.6754229741763	390	2246	1856	1292	1911501	1912793	99.9324547925468	0.0674108996955031	99.7337478164503	pe	bwa	vg	8
(10,20]	novel	15.8250517598344	247	966	719	1539	1912220	1913759	99.9195823507558	0.0802982775784669	99.7712620864821	pe	bwa	vg	8
[0,10]	novel	2.41124780316344	1559	2845	1286	3098	1913506	1916604	99.8383599324639	0.161640067536121	99.8383599324639	pe	bwa	vg	8
(50,60]	ref	59.987307132919	266	7990866	7990600	266	7990600	7990866	99.9966711993418	0.00329030985194224	98.8404131689086	pe	bwa	vg	8
(40,50]	ref	45.9415246551148	12	41898	41886	278	8032486	8032764	99.9965391738136	0.00343874488285693	99.3585256443163	pe	bwa	vg	8
(30,40]	ref	39.7904752947078	52	31896	31844	330	8064330	8064660	99.995908073	0.00408196335015391	99.7524227380202	pe	bwa	vg	8
(20,30]	ref	25.1753163396296	137	5453	5316	467	8069646	8070113	99.9942132160975	0.00577659661976326	99.8181794567154	pe	bwa	vg	8
(10,20]	ref	17.222972972973	76	1036	960	543	8070606	8071149	99.9932723333444	0.00671668514888961	99.8300542591886	pe	bwa	vg	8
[0,10]	ref	0.37056683843589	7144	13196	6052	7687	8076658	8084345	99.9049149931132	0.095085006886767	99.9049149931132	pe	bwa	vg	8
(50,60]	novel	59.963712639571	429	1802308	1801879	429	1801879	1802308	99.9761971871622	0.0223837025774651	94.0156727659213	se	bwa	vg	8
(40,50]	novel	45.4988212537025	88	16543	16455	517	1818334	1818851	99.9715754616513	0.0269752313113041	94.8742364626863	se	bwa	vg	8
(30,40]	novel	35.5597848330702	130	17103	16973	647	1835307	1835954	99.9647594656511	0.0337581714862935	95.7598275672255	se	bwa	vg	8
(20,30]	novel	26.0469084423306	452	16820	16368	1099	1851675	1852774	99.9406835372258	0.0573419327101029	96.6138519117195	se	bwa	vg	8
(10,20]	novel	17.9133788004334	982	15689	14707	2081	1866382	1868463	99.8886250356577	0.108579219262715	97.3812111513624	se	bwa	vg	8
[0,10]	novel	2.47202244855539	22775	48110	25335	24856	1891717	1916573	98.703101838542	1.29689816145798	98.703101838542	se	bwa	vg	8
(50,60]	ref	59.9715971910779	249	7806411	7806162	249	7806162	7806411	99.9968103139842	0.00308000936619716	96.5584420644672	se	bwa	vg	8
(40,50]	ref	45.0673276587784	24	53455	53431	273	7859593	7859866	99.9965266583425	0.00337687773884267	97.2193576485848	se	bwa	vg	8
(30,40]	ref	34.7294712418177	21	53011	52990	294	7912583	7912877	99.996284537217	0.00363663756490749	97.874818276355	se	bwa	vg	8
(20,30]	ref	24.8800176267927	80	49924	49844	374	7962427	7962801	99.9953031602824	0.00462619880705918	98.4913644082776	se	bwa	vg	8
(10,20]	ref	18.253584757415	103	30546	30443	477	7992870	7993347	99.9940325373088	0.00590025890632949	98.8679295694629	se	bwa	vg	8
[0,10]	ref	2.82363472606652	27058	91044	63986	27535	8056856	8084391	99.6594053899669	0.340594610033087	99.6594053899669	se	bwa	vg	8
(50,60]	novel	59.9749973748556	553	1866564	1866011	553	1866011	1866564	99.9703733705354	0.0288531172845303	97.3602789099887	pe	bwa	vg	9
(40,50]	novel	45.5201423160794	120	17426	17306	673	1883317	1883990	99.9642779420273	0.0351141915596545	98.2632301716995	pe	bwa	vg	9
(30,40]	novel	39.6991753586625	229	26557	26328	902	1909645	1910547	99.9527883899218	0.0470624083013497	99.6369098676618	pe	bwa	vg	9
(20,30]	novel	25.6754229741763	390	2246	1856	1292	1911501	1912793	99.9324547925468	0.0674108996955031	99.7337478164503	pe	bwa	vg	9
(10,20]	novel	15.8250517598344	247	966	719	1539	1912220	1913759	99.9195823507558	0.0802982775784669	99.7712620864821	pe	bwa	vg	9
[0,10]	novel	2.41124780316344	1559	2845	1286	3098	1913506	1916604	99.8383599324639	0.161640067536121	99.8383599324639	pe	bwa	vg	9
(50,60]	ref	59.987307132919	266	7990866	7990600	266	7990600	7990866	99.9966711993418	0.00329030985194224	98.8404131689086	pe	bwa	vg	9
(40,50]	ref	45.9415246551148	12	41898	41886	278	8032486	8032764	99.9965391738136	0.00343874488285693	99.3585256443163	pe	bwa	vg	9
(30,40]	ref	39.7904752947078	52	31896	31844	330	8064330	8064660	99.995908073	0.00408196335015391	99.7524227380202	pe	bwa	vg	9
(20,30]	ref	25.1753163396296	137	5453	5316	467	8069646	8070113	99.9942132160975	0.00577659661976326	99.8181794567154	pe	bwa	vg	9
(10,20]	ref	17.222972972973	76	1036	960	543	8070606	8071149	99.9932723333444	0.00671668514888961	99.8300542591886	pe	bwa	vg	9
[0,10]	ref	0.37056683843589	7144	13196	6052	7687	8076658	8084345	99.9049149931132	0.095085006886767	99.9049149931132	pe	bwa	vg	9
(50,60]	novel	59.963712639571	429	1802308	1801879	429	1801879	1802308	99.9761971871622	0.0223837025774651	94.0156727659213	se	bwa	vg	9
(40,50]	novel	45.4988212537025	88	16543	16455	517	1818334	1818851	99.9715754616513	0.0269752313113041	94.8742364626863	se	bwa	vg	9
(30,40]	novel	35.5597848330702	130	17103	16973	647	1835307	1835954	99.9647594656511	0.0337581714862935	95.7598275672255	se	bwa	vg	9
(20,30]	novel	26.0469084423306	452	16820	16368	1099	1851675	1852774	99.9406835372258	0.0573419327101029	96.6138519117195	se	bwa	vg	9
(10,20]	novel	17.9133788004334	982	15689	14707	2081	1866382	1868463	99.8886250356577	0.108579219262715	97.3812111513624	se	bwa	vg	9
[0,10]	novel	2.47202244855539	22775	48110	25335	24856	1891717	1916573	98.703101838542	1.29689816145798	98.703101838542	se	bwa	vg	9
(50,60]	ref	59.9715971910779	249	7806411	7806162	249	7806162	7806411	99.9968103139842	0.00308000936619716	96.5584420644672	se	bwa	vg	9
(40,50]	ref	45.0673276587784	24	53455	53431	273	7859593	7859866	99.9965266583425	0.00337687773884267	97.2193576485848	se	bwa	vg	9
(30,40]	ref	34.7294712418177	21	53011	52990	294	7912583	7912877	99.996284537217	0.00363663756490749	97.874818276355	se	bwa	vg	9
(20,30]	ref	24.8800176267927	80	49924	49844	374	7962427	7962801	99.9953031602824	0.00462619880705918	98.4913644082776	se	bwa	vg	9
(10,20]	ref	18.253584757415	103	30546	30443	477	7992870	7993347	99.9940325373088	0.00590025890632949	98.8679295694629	se	bwa	vg	9
[0,10]	ref	2.82363472606652	27058	91044	63986	27535	8056856	8084391	99.6594053899669	0.340594610033087	99.6594053899669	se	bwa	vg	9
(50,60]	novel	59.99381542188	21	1905708	1905687	21	1905687	1905708	99.9988980473399	0.00109613466379723	99.4709323356072	pe	FV	vg	10
(40,50]	novel	46.0003792188093	4	2637	2633	25	1908320	1908345	99.9986899643408	0.00130492221880623	99.6083667436919	pe	FV	vg	10
(30,40]	novel	35.4830126893164	30	2443	2413	55	1910733	1910788	99.9971216063739	0.0028708288813737	99.7343178362511	pe	FV	vg	10
(20,30]	novel	25.4956722446624	26	1733	1707	81	1912440	1912521	99.995764752387	0.00422794798893217	99.8234179253511	pe	FV	vg	10
(10,20]	novel	15.8892145369285	61	1706	1645	142	1914085	1914227	99.9925818620258	0.00741195820281936	99.9092818073486	pe	FV	vg	10
[0,10]	novel	3.78320802005013	316	1596	1280	458	1915365	1915823	99.9760938249515	0.0239061750485301	99.9760938249515	pe	FV	vg	10
(50,60]	ref	59.993892692827	25	8029398	8029373	25	8029373	8029398	99.9996886441549	0.000309246074152013	99.3220831260869	pe	FV	vg	10
(40,50]	ref	46.1206287732088	12	8779	8767	37	8038140	8038177	99.9995396966252	0.00045768418974498	99.4305295393706	pe	FV	vg	10
(30,40]	ref	35.7933222688665	16	10243	10227	53	8048367	8048420	99.9993414856581	0.000655601677202268	99.5570359233847	pe	FV	vg	10
(20,30]	ref	24.7245078392078	17	8483	8466	70	8056833	8056903	99.9991311798094	0.000865889007625637	99.6617590139355	pe	FV	vg	10
(10,20]	ref	16.4274778404512	45	7446	7401	115	8064234	8064349	99.998573970447	0.00142253194109926	99.7533082217275	pe	FV	vg	10
[0,10]	ref	1.96973976195279	7120	19828	12708	7235	8076942	8084177	99.9105041861404	0.0894958138595926	99.9105041861404	pe	FV	vg	10
(50,60]	novel	59.9729000332488	71	1852696	1852625	71	1852625	1852696	99.9961677468943	0.0037059771670049	96.7012105496121	se	FV	vg	10
(40,50]	novel	45.4645287688183	37	9698	9661	108	1862286	1862394	99.9942010122455	0.00563726104276802	97.2054844286323	se	FV	vg	10
(30,40]	novel	35.677870913663	84	11930	11846	192	1874132	1874324	99.9897563068072	0.0100217974093654	97.8238084500455	se	FV	vg	10
(20,30]	novel	25.0178621791859	120	10637	10517	312	1884649	1884961	99.9834479334055	0.0162854207902187	98.3727628425158	se	FV	vg	10
(10,20]	novel	15.9539336492891	374	10550	10176	686	1894825	1895511	99.9638092313893	0.0358070469938783	98.9039181052122	se	FV	vg	10
[0,10]	novel	2.93511544331216	7068	20313	13245	7754	1908070	1915824	99.5952655358739	0.404734464126141	99.5952655358739	se	FV	vg	10
(50,60]	ref	59.9795627413916	32	7860154	7860122	32	7860122	7860154	99.9995928832947	0.000395835023878748	97.228486861246	se	FV	vg	10
(40,50]	ref	45.0591033263699	24	31115	31091	56	7891213	7891269	99.999290354948	0.000692711291787809	97.6130776964777	se	FV	vg	10
(30,40]	ref	36.0331447266096	34	37291	37257	90	7928470	7928560	99.9988648632286	0.00111328600465898	98.073940992873	se	FV	vg	10
(20,30]	ref	24.9379442184207	52	40802	40750	142	7969220	7969362	99.9982181760598	0.00175651791846194	98.5780121560936	se	FV	vg	10
(10,20]	ref	15.8399700178019	162	32019	31857	304	8001077	8001381	99.9962006558618	0.0037604327268481	98.9720782922094	se	FV	vg	10
[0,10]	ref	2.68492058699197	27172	82795	55623	27476	8056700	8084176	99.6601261526221	0.33987384737789	99.6601261526221	se	FV	vg	10
(50,60]	novel	59.9939474109506	40	1905796	1905756	40	1905756	1905796	99.9979011394714	0.00208787446028445	99.4744819983464	pe	FV	vg	1
(40,50]	novel	46.0477815699659	20	2637	2617	60	1908373	1908433	99.9968560593953	0.00313181169042668	99.6110811849105	pe	FV	vg	1
(30,40]	novel	35.4248055315471	9	2314	2305	69	1910678	1910747	99.9963888468751	0.00360158344399068	99.7313949506844	pe	FV	vg	1
(20,30]	novel	25.5651189127973	33	1766	1733	102	1912411	1912513	99.9946667029191	0.00532407987372535	99.8218521116762	pe	FV	vg	1
(10,20]	novel	15.7783816425121	77	1656	1579	179	1913990	1914169	99.9906486835802	0.00934323820977292	99.904270955996	pe	FV	vg	1
[0,10]	novel	3.58670694864048	340	1655	1315	519	1915305	1915824	99.9729098288778	0.0270901711221908	99.9729098288778	pe	FV	vg	1
(50,60]	ref	59.9939539244382	33	8029506	8029473	33	8029473	8029506	99.9995890158124	0.000408204868374959	99.3233323965238	pe	FV	vg	1
(40,50]	ref	46.2112820512821	10	8775	8765	43	8038238	8038281	99.9994650597559	0.000531903313337067	99.4317540835331	pe	FV	vg	1
(30,40]	ref	35.7722102373014	7	10198	10191	50	8048429	8048479	99.9993787646088	0.000618492224810543	99.557815168794	pe	FV	vg	1
(20,30]	ref	24.7218259629101	22	8412	8390	72	8056819	8056891	99.9991063550444	0.000890628803727183	99.6615981641172	pe	FV	vg	1
(10,20]	ref	16.4562466343565	52	7428	7376	124	8064195	8064319	99.998462362414	0.00153386071753015	99.7528381371212	pe	FV	vg	1
[0,10]	ref	1.96948179483306	7160	19857	12697	7284	8076892	8084176	99.9098980526896	0.0901019473104	99.9098980526896	pe	FV	vg	1
(50,60]	novel	59.9731297798922	63	1852683	1852620	63	1852620	1852683	99.9965995262007	0.00328840227494801	96.7009495653045	se	FV	vg	1
(40,50]	novel	45.4784559207094	34	9585	9551	97	1862171	1862268	99.9947912974932	0.0050630955661898	97.199481789559	se	FV	vg	1
(30,40]	novel	35.6806884970613	76	11910	11834	173	1874005	1874178	99.9907692865886	0.00903005704073026	97.8171794486341	se	FV	vg	1
(20,30]	novel	25.0418351038827	148	10637	10489	321	1884494	1884815	99.9829691508185	0.0167551925437827	98.3646723289822	se	FV	vg	1
(10,20]	novel	16.0162091258315	480	10673	10193	801	1894687	1895488	99.9577417530472	0.0418096860671962	98.8967149383242	se	FV	vg	1
[0,10]	novel	2.94315499606609	6996	20336	13340	7797	1908027	1915824	99.5930210708291	0.406978929170947	99.5930210708291	se	FV	vg	1
(50,60]	ref	59.9795512157886	40	7860125	7860085	40	7860085	7860125	99.9994911022407	0.000494793779848435	97.2280291769996	se	FV	vg	1
(40,50]	ref	45.0585864448314	18	31014	30996	58	7891081	7891139	99.9992649983735	0.00071745098078023	97.6114448770042	se	FV	vg	1
(30,40]	ref	36.0325506507447	30	37265	37235	88	7928316	7928404	99.9988900666515	0.00108854631566656	98.0720360368206	se	FV	vg	1
(20,30]	ref	24.9296440557556	46	40821	40775	134	7969091	7969225	99.9983185316013	0.00165755916249226	98.5764164461536	se	FV	vg	1
(10,20]	ref	15.8429539465429	165	31876	31711	299	8000802	8001101	99.9962630143027	0.00369858350436705	98.9686765849729	se	FV	vg	1
[0,10]	ref	2.6858501354198	27364	83075	55711	27663	8056513	8084176	99.6578129917013	0.342187008298681	99.6578129917013	se	FV	vg	1
(50,60]	novel	59.9939203745893	44	1905874	1905830	44	1905830	1905874	99.9976913479065	0.00229666790025571	99.4786041896442	pe	FV	vg	2
(40,50]	novel	46.0818532818533	13	2590	2577	57	1908407	1908464	99.9970133049405	0.00297522887078581	99.6131158528024	pe	FV	vg	2
(30,40]	novel	35.3714535137495	26	2291	2265	83	1910672	1910755	99.9956561673265	0.004332350811846	99.7313420526678	pe	FV	vg	2
(20,30]	novel	25.6214405360134	33	1791	1758	116	1912430	1912546	99.9939347864051	0.00605485173703779	99.8231043746826	pe	FV	vg	2
(10,20]	novel	15.8443483631872	82	1619	1537	198	1913967	1914165	99.9896560641324	0.0103350055511507	99.9033311601983	pe	FV	vg	2
[0,10]	novel	3.67230955259976	357	1654	1297	555	1915264	1915819	99.9710306662581	0.0289693337418618	99.9710306662581	pe	FV	vg	2
(50,60]	ref	59.9939347164719	28	8029468	8029440	28	8029440	8029468	99.9996512844936	0.000346355431675763	99.322862761237	pe	FV	vg	2
(40,50]	ref	46.1822313110657	10	8802	8792	38	8038232	8038270	99.999527261463	0.000470053800131392	99.4316183667832	pe	FV	vg	2
(30,40]	ref	35.7541965249828	12	10187	10175	50	8048407	8048457	99.9993787629107	0.000618491842278148	99.5574814566868	pe	FV	vg	2
(20,30]	ref	24.7669296902603	16	8491	8475	66	8056882	8056948	99.9991808312527	0.000816409231807155	99.662315823953	pe	FV	vg	2
(10,20]	ref	16.4210241859208	53	7401	7348	119	8064230	8064349	99.998524369419	0.00147201058462199	99.7532093850942	pe	FV	vg	2
[0,10]	ref	1.96853569987898	7155	19832	12677	7274	8076907	8084181	99.9100218067854	0.089978193214625	99.9100218067854	pe	FV	vg	2
(50,60]	novel	59.9731317445182	100	1853079	1852979	100	1852979	1853079	99.9946035759943	0.00521968615071113	96.7196882385856	se	FV	vg	2
(40,50]	novel	45.5154961911719	45	9583	9538	145	1862517	1862662	99.9922154422005	0.00756854491853114	97.2175419036404	se	FV	vg	2
(30,40]	novel	35.6510514617883	69	11698	11629	214	1874146	1874360	99.9885827695853	0.0111701283625218	97.8245392061066	se	FV	vg	2
(20,30]	novel	25.0605803655549	148	10614	10466	362	1884612	1884974	99.9807954910784	0.0188952638655743	98.37083155864	se	FV	vg	2
(10,20]	novel	15.9938615544433	417	10589	10172	779	1894784	1895563	99.9589040300955	0.0406613551140397	98.9017780338904	se	FV	vg	2
[0,10]	novel	2.9758156063373	6901	20261	13360	7680	1908144	1915824	99.5991281036254	0.400871896374615	99.5991281036254	se	FV	vg	2
(50,60]	ref	59.9793681396555	34	7860028	7859994	34	7859994	7860028	99.9995674315664	0.00042057471287117	97.2269035211505	se	FV	vg	2
(40,50]	ref	45.0572127296715	22	31077	31055	56	7891049	7891105	99.9992903401995	0.000692711291787809	97.6110490419803	se	FV	vg	2
(30,40]	ref	36.0251440825627	35	37305	37270	91	7928319	7928410	99.9988522288832	0.00112565584915519	98.0720731463541	se	FV	vg	2
(20,30]	ref	24.9476905000857	53	40853	40800	144	7969119	7969263	99.9981930575011	0.00178125760745437	98.5767628017995	se	FV	vg	2
(10,20]	ref	15.8411926147705	155	32064	31909	299	8001028	8001327	99.996263119855	0.00369858350436705	98.9714721698291	se	FV	vg	2
[0,10]	ref	2.68044273316516	27281	82849	55568	27580	8056596	8084176	99.6588396887945	0.341160311205496	99.6588396887945	se	FV	vg	2
(50,60]	novel	59.9936457230889	30	1905803	1905773	30	1905773	1905803	99.9984258603854	0.00156590666256747	99.4754212680399	pe	FV	vg	3
(40,50]	novel	46.1513990034496	19	2609	2590	49	1908363	1908412	99.9974324202531	0.0025576475488602	99.6106112099082	pe	FV	vg	3
(30,40]	novel	35.5795935647756	19	2362	2343	68	1910706	1910774	99.9964412327151	0.00354938843515293	99.7329085202547	pe	FV	vg	3
(20,30]	novel	25.5923248053393	39	1798	1759	107	1912465	1912572	99.9944054393769	0.00558506709649065	99.8247228475699	pe	FV	vg	3
(10,20]	novel	15.7685185185185	63	1620	1557	170	1914022	1914192	99.9911189682122	0.00887347108788234	99.9059934033572	pe	FV	vg	3
[0,10]	novel	4.05088902513795	337	1631	1294	507	1915316	1915823	99.9735361774026	0.0264638225973903	99.9735361774026	pe	FV	vg	3
(50,60]	ref	59.9939279032859	31	8029187	8029156	31	8029156	8029187	99.9996139086062	0.000383465131948496	99.3193988701633	pe	FV	vg	3
(40,50]	ref	46.2045683574068	7	8931	8924	38	8038080	8038118	99.9995272525235	0.00047005403271106	99.4297873487926	pe	FV	vg	3
(30,40]	ref	35.7849892641031	15	10246	10231	53	8048311	8048364	99.9993414810762	0.000655601677202268	99.5563432121786	pe	FV	vg	3
(20,30]	ref	24.7308515699334	24	8408	8384	77	8056695	8056772	99.999044282251	0.000952477908388201	99.6600519756062	pe	FV	vg	3
(10,20]	ref	16.4755773825325	52	7534	7482	129	8064177	8064306	99.9984003583197	0.00159570974262439	99.7526031406784	pe	FV	vg	3
[0,10]	ref	1.95757636757083	7210	19871	12661	7339	8076838	8084177	99.9092177224719	0.090782277528065	99.9092177224719	pe	FV	vg	3
(50,60]	novel	59.9730761757753	69	1852820	1852751	69	1852751	1852820	99.9962759469349	0.00360158344399068	96.707787354162	se	FV	vg	3
(40,50]	novel	45.445711915379	37	9643	9606	106	1862357	1862463	99.9943086117684	0.0055328673197538	97.2091904057993	se	FV	vg	3
(30,40]	novel	35.6724461906389	69	11708	11639	175	1873996	1874171	99.9906625382636	0.00913445076374448	97.8167096768805	se	FV	vg	3
(20,30]	novel	25.0507340643003	167	10762	10595	342	1884591	1884933	99.9818561190239	0.0178513266354321	98.3697354245484	se	FV	vg	3
(10,20]	novel	16.0131395023763	369	10731	10362	711	1894953	1895664	99.9624933532525	0.0371119685315561	98.9105993034851	se	FV	vg	3
[0,10]	novel	2.9890376984127	6836	20160	13324	7547	1908277	1915824	99.6060702862058	0.393929713794169	99.6060702862058	se	FV	vg	3
(50,60]	ref	59.9795597904375	35	7859802	7859767	35	7859767	7859802	99.9995546961616	0.00043294455736738	97.2240955664498	se	FV	vg	3
(40,50]	ref	45.0764415050726	25	31148	31123	60	7890890	7890950	99.9992396352784	0.000742190669772652	97.6090822367054	se	FV	vg	3
(30,40]	ref	36.029766370164	32	37324	37292	92	7928182	7928274	99.9988395961088	0.0011380256936514	98.0703784776581	se	FV	vg	3
(20,30]	ref	24.9508897846819	47	40684	40637	139	7968819	7968958	99.9982557318033	0.00171940838497331	98.5730518484506	se	FV	vg	3
(10,20]	ref	15.8688427669042	155	32137	31982	294	8000801	8001095	99.9963255029468	0.003636734281886	98.9686642151284	se	FV	vg	3
[0,10]	ref	2.66257026275562	27367	83081	55714	27661	8056515	8084176	99.6578377313903	0.342162268609689	99.6578377313903	se	FV	vg	3
(50,60]	novel	59.9937209127818	25	1905691	1905666	25	1905666	1905691	99.9986881398926	0.00130492289993538	99.4698881211303	pe	FV	vg	4
(40,50]	novel	46.1709104938272	3	2592	2589	28	1908255	1908283	99.9985327123912	0.00146151364792763	99.6050259366476	pe	FV	vg	4
(30,40]	novel	35.4417355371901	24	2420	2396	52	1910651	1910703	99.9972784885982	0.00271423963186559	99.7300897473774	pe	FV	vg	4
(20,30]	novel	25.563224737714	38	1811	1773	90	1912424	1912514	99.9952941520951	0.00469772243976737	99.8226348794408	pe	FV	vg	4
(10,20]	novel	15.8196239717979	85	1702	1617	175	1914041	1914216	99.9908578760182	0.00913446029954766	99.9070372926086	pe	FV	vg	4
[0,10]	novel	3.55728518057285	344	1606	1262	519	1915303	1915822	99.9729098005973	0.0270901994026585	99.9729098005973	pe	FV	vg	4
(50,60]	ref	59.9939130230097	29	8029273	8029244	29	8029244	8029273	99.9996388215969	0.000358725401642566	99.3204751305575	pe	FV	vg	4
(40,50]	ref	46.1732717856339	7	8882	8875	36	8038119	8038155	99.9995521360312	0.00044531429169422	99.4302574733016	pe	FV	vg	4
(30,40]	ref	35.7577199456205	10	10298	10288	46	8048407	8048453	99.9994284615938	0.000569012706053726	99.5575184019946	pe	FV	vg	4
(20,30]	ref	24.776117633108	19	8433	8414	65	8056821	8056886	99.9991932366922	0.000804039693336787	99.6615982478367	pe	FV	vg	4
(10,20]	ref	16.415005387931	49	7424	7375	114	8064196	8064310	99.9985863638675	0.00141016192369836	99.7528258284268	pe	FV	vg	4
[0,10]	ref	1.9815280853634	7185	19868	12683	7299	8076879	8084178	99.909712527359	0.0902874726410032	99.909712527359	pe	FV	vg	4
(50,60]	novel	59.9730544691946	86	1852515	1852429	86	1852429	1852515	99.9953576624211	0.00448893008961157	96.6909799647567	se	FV	vg	4
(40,50]	novel	45.4955177743431	41	9705	9664	127	1862093	1862220	99.9931801827926	0.00662900141140314	97.1954104343614	se	FV	vg	4
(30,40]	novel	35.6450333361465	72	11849	11777	199	1873870	1874069	99.9893813941749	0.0103871754399151	97.8101328723307	se	FV	vg	4
(20,30]	novel	25.0991689750693	135	10830	10695	334	1884565	1884899	99.9822802176668	0.0174337517433752	98.3683783061492	se	FV	vg	4
(10,20]	novel	16.0254386779315	509	10771	10262	843	1894827	1895670	99.9555302346927	0.0440019542504948	98.9040224989352	se	FV	vg	4
[0,10]	novel	2.97231318844894	6957	20154	13197	7800	1908024	1915824	99.5928644802445	0.407135519755468	99.5928644802445	se	FV	vg	4
(50,60]	ref	59.9793694829311	37	7860152	7860115	37	7860115	7860152	99.9995292711897	0.000457684246359802	97.2284002723345	se	FV	vg	4
(40,50]	ref	45.0922581275017	16	30729	30713	53	7890828	7890881	99.9993283386228	0.000655601758299176	97.6083153063466	se	FV	vg	4
(30,40]	ref	36.0539097945023	32	37470	37438	85	7928266	7928351	99.9989278981216	0.00105143678217792	98.0714175445958	se	FV	vg	4
(20,30]	ref	24.9334443002962	46	40853	40807	131	7969073	7969204	99.9983561720844	0.00162044962900362	98.5761937889526	se	FV	vg	4
(10,20]	ref	15.8604418299017	155	31958	31803	286	8000876	8001162	99.9964255191933	0.00353777552591631	98.9695919534656	se	FV	vg	4
[0,10]	ref	2.68251138362204	27242	83014	55772	27528	8056648	8084176	99.6594829207083	0.340517079291693	99.6594829207083	se	FV	vg	4
(50,60]	novel	59.993953701187	30	1905794	1905764	30	1905764	1905794	99.9984258529516	0.00156590584521334	99.4748995732385	pe	FV	vg	5
(40,50]	novel	46.157833655706	18	2585	2567	48	1908331	1908379	99.9974847763468	0.00250544935234134	99.6088889167272	pe	FV	vg	5
(30,40]	novel	35.4527979495942	21	2341	2320	69	1910651	1910720	99.9963887958466	0.00360158344399068	99.7299856354237	pe	FV	vg	5
(20,30]	novel	25.5033783783784	25	1776	1751	94	1912402	1912496	99.9950849570404	0.00490650498166846	99.8213823399227	pe	FV	vg	5
(10,20]	novel	15.9694563225412	104	1637	1533	198	1913935	1914133	99.989655891205	0.010334978578408	99.9014001286131	pe	FV	vg	5
[0,10]	novel	3.72738024837374	347	1691	1344	545	1915279	1915824	99.9715527104786	0.0284472895213757	99.9715527104786	pe	FV	vg	5
(50,60]	ref	59.9939533705497	47	8029432	8029385	47	8029385	8029432	99.9994146534898	0.000581382691321911	99.3222438502081	pe	FV	vg	5
(40,50]	ref	46.1668366768673	6	8823	8817	53	8038202	8038255	99.9993406529153	0.000655601758299176	99.4313087691312	pe	FV	vg	5
(30,40]	ref	35.7790093182933	15	10195	10180	68	8048382	8048450	99.9991551168237	0.000841149425742339	99.5572337861026	pe	FV	vg	5
(20,30]	ref	24.779533128979	22	8482	8460	90	8056842	8056932	99.99888294949	0.00111328600465898	99.6618826705406	pe	FV	vg	5
(10,20]	ref	16.4541166958631	44	7421	7377	134	8064219	8064353	99.9983383663885	0.00165755916249226	99.7531350133891	pe	FV	vg	5
[0,10]	ref	1.95606114109872	7199	19823	12624	7333	8076843	8084176	99.9092919303093	0.0907080696907143	99.9092919303093	pe	FV	vg	5
(50,60]	novel	59.9725479042175	84	1852864	1852780	84	1852780	1852864	99.9954664778419	0.00438453636659735	96.7093010631457	se	FV	vg	5
(40,50]	novel	45.4877367277243	23	9663	9640	107	1862420	1862527	99.9942551168386	0.00558506418126091	97.2124788080742	se	FV	vg	5
(30,40]	novel	35.6418798334325	73	11767	11694	180	1874114	1874294	99.9903963839184	0.00939543507128003	97.8228689065384	se	FV	vg	5
(20,30]	novel	25.074948083821	132	10594	10462	312	1884576	1884888	99.983447292359	0.0162854207902187	98.3689524716258	se	FV	vg	5
(10,20]	novel	15.9614246156784	404	10473	10069	716	1894645	1895361	99.9622235553016	0.0373729528390917	98.8945226701409	se	FV	vg	5
[0,10]	novel	2.97395298832038	7129	20463	13334	7845	1907979	1915824	99.5905156214767	0.409484378523288	99.5905156214767	se	FV	vg	5
(50,60]	ref	59.9794232541808	47	7860135	7860088	47	7860088	7860135	99.9994020458936	0.000581382691321911	97.2280662865331	se	FV	vg	5
